Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Disabling Condition,Children in Adoption Placements
2012,7-Austin,Female,African American,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2012,7-Austin,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,7
2012,7-Austin,Female,Anglo,Six to Twelve Years Old,Drug or Alcohol,2
2012,7-Austin,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,8
2012,7-Austin,Female,Other,Birth to Five Years Old,Drug or Alcohol,4
2012,7-Austin,Female,Unknown,Birth to Five Years Old,Drug or Alcohol,2
2012,7-Austin,Male,African American,Birth to Five Years Old,Drug or Alcohol,8
2012,7-Austin,Male,African American,Six to Twelve Years Old,Drug or Alcohol,1
2012,7-Austin,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,13
2012,7-Austin,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,23
2012,7-Austin,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,1
2012,7-Austin,Male,Other,Birth to Five Years Old,Drug or Alcohol,2
2012,7-Austin,Male,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2012,7-Austin,Female,African American,Birth to Five Years Old,Emotionally Disturbed,1
2012,7-Austin,Female,African American,Six to Twelve Years Old,Emotionally Disturbed,2
2012,7-Austin,Female,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2012,7-Austin,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,7
2012,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2012,7-Austin,Female,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2012,7-Austin,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,4
2012,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2012,7-Austin,Male,African American,Birth to Five Years Old,Emotionally Disturbed,1
2012,7-Austin,Male,African American,Six to Twelve Years Old,Emotionally Disturbed,3
2012,7-Austin,Male,Anglo,Birth to Five Years Old,Emotionally Disturbed,2
2012,7-Austin,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,12
2012,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,8
2012,7-Austin,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,4
2012,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,5
2012,7-Austin,Male,Native American,Six to Twelve Years Old,Emotionally Disturbed,1
2012,7-Austin,Male,Other,Six to Twelve Years Old,Emotionally Disturbed,2
2012,7-Austin,Female,African American,Birth to Five Years Old,Learning Disability,2
2012,7-Austin,Female,African American,Thirteen to Seventeen Years Old,Learning Disability,1
2012,7-Austin,Female,Anglo,Birth to Five Years Old,Learning Disability,2
2012,7-Austin,Female,Anglo,Six to Twelve Years Old,Learning Disability,5
2012,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,1
2012,7-Austin,Female,Hispanic,Birth to Five Years Old,Learning Disability,4
2012,7-Austin,Female,Hispanic,Six to Twelve Years Old,Learning Disability,2
2012,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,1
2012,7-Austin,Female,Other,Birth to Five Years Old,Learning Disability,2
2012,7-Austin,Female,Unknown,Birth to Five Years Old,Learning Disability,1
2012,7-Austin,Male,African American,Birth to Five Years Old,Learning Disability,6
2012,7-Austin,Male,African American,Six to Twelve Years Old,Learning Disability,6
2012,7-Austin,Male,African American,Thirteen to Seventeen Years Old,Learning Disability,1
2012,7-Austin,Male,Anglo,Birth to Five Years Old,Learning Disability,9
2012,7-Austin,Male,Anglo,Six to Twelve Years Old,Learning Disability,12
2012,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,4
2012,7-Austin,Male,Hispanic,Birth to Five Years Old,Learning Disability,9
2012,7-Austin,Male,Hispanic,Six to Twelve Years Old,Learning Disability,5
2012,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,5
2012,7-Austin,Male,Other,Six to Twelve Years Old,Learning Disability,3
2012,7-Austin,Male,Other,Thirteen to Seventeen Years Old,Learning Disability,1
2012,7-Austin,Male,Unknown,Birth to Five Years Old,Learning Disability,1
2012,7-Austin,Male,Unknown,Six to Twelve Years Old,Learning Disability,1
2012,7-Austin,Female,African American,Birth to Five Years Old,Medically Involved,4
2012,7-Austin,Female,African American,Six to Twelve Years Old,Medically Involved,1
2012,7-Austin,Female,African American,Thirteen to Seventeen Years Old,Medically Involved,1
2012,7-Austin,Female,Anglo,Birth to Five Years Old,Medically Involved,2
2012,7-Austin,Female,Hispanic,Birth to Five Years Old,Medically Involved,2
2012,7-Austin,Female,Other,Birth to Five Years Old,Medically Involved,3
2012,7-Austin,Male,African American,Birth to Five Years Old,Medically Involved,5
2012,7-Austin,Male,African American,Six to Twelve Years Old,Medically Involved,3
2012,7-Austin,Male,Anglo,Birth to Five Years Old,Medically Involved,3
2012,7-Austin,Male,Anglo,Six to Twelve Years Old,Medically Involved,4
2012,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,Medically Involved,2
2012,7-Austin,Male,Hispanic,Birth to Five Years Old,Medically Involved,2
2012,7-Austin,Male,Hispanic,Six to Twelve Years Old,Medically Involved,2
2012,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2012,7-Austin,Male,Other,Birth to Five Years Old,Medically Involved,1
2012,7-Austin,Male,Unknown,Birth to Five Years Old,Medically Involved,1
2012,7-Austin,Female,African American,Thirteen to Seventeen Years Old,Other Disabling Condition,1
2012,7-Austin,Male,Anglo,Birth to Five Years Old,Other Disabling Condition,1
2012,7-Austin,Female,African American,Birth to Five Years Old,Physical,1
2012,7-Austin,Male,Anglo,Birth to Five Years Old,Physical,3
2012,7-Austin,Male,Anglo,Six to Twelve Years Old,Physical,1
2012,8-San Antonio,Female,African American,Birth to Five Years Old,Drug or Alcohol,8
2012,8-San Antonio,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,9
2012,8-San Antonio,Female,Anglo,Six to Twelve Years Old,Drug or Alcohol,1
2012,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2012,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,60
2012,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Drug or Alcohol,8
2012,8-San Antonio,Female,Native American,Birth to Five Years Old,Drug or Alcohol,1
2012,8-San Antonio,Female,Unknown,Birth to Five Years Old,Drug or Alcohol,4
2012,8-San Antonio,Male,African American,Birth to Five Years Old,Drug or Alcohol,6
2012,8-San Antonio,Male,African American,Six to Twelve Years Old,Drug or Alcohol,1
2012,8-San Antonio,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,14
2012,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,64
2012,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,5
2012,8-San Antonio,Male,Other,Birth to Five Years Old,Drug or Alcohol,2
2012,8-San Antonio,Male,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2012,8-San Antonio,Female,African American,Birth to Five Years Old,Emotionally Disturbed,1
2012,8-San Antonio,Female,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2012,8-San Antonio,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,3
2012,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2012,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Emotionally Disturbed,2
2012,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,10
2012,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,9
2012,8-San Antonio,Female,Unknown,Birth to Five Years Old,Emotionally Disturbed,1
2012,8-San Antonio,Male,African American,Birth to Five Years Old,Emotionally Disturbed,1
2012,8-San Antonio,Male,African American,Six to Twelve Years Old,Emotionally Disturbed,3
2012,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2012,8-San Antonio,Male,Anglo,Birth to Five Years Old,Emotionally Disturbed,4
2012,8-San Antonio,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,4
2012,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,5
2012,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,4
2012,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,14
2012,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,7
2012,8-San Antonio,Male,Other,Birth to Five Years Old,Emotionally Disturbed,2
2012,8-San Antonio,Male,Other,Six to Twelve Years Old,Emotionally Disturbed,2
2012,8-San Antonio,Female,African American,Birth to Five Years Old,Learning Disability,2
2012,8-San Antonio,Female,African American,Six to Twelve Years Old,Learning Disability,1
2012,8-San Antonio,Female,African American,Thirteen to Seventeen Years Old,Learning Disability,1
2012,8-San Antonio,Female,Anglo,Birth to Five Years Old,Learning Disability,1
2012,8-San Antonio,Female,Anglo,Six to Twelve Years Old,Learning Disability,5
2012,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,2
2012,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Learning Disability,10
2012,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Learning Disability,15
2012,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,6
2012,8-San Antonio,Female,Other,Birth to Five Years Old,Learning Disability,1
2012,8-San Antonio,Female,Other,Six to Twelve Years Old,Learning Disability,1
2012,8-San Antonio,Female,Unknown,Birth to Five Years Old,Learning Disability,1
2012,8-San Antonio,Male,African American,Birth to Five Years Old,Learning Disability,2
2012,8-San Antonio,Male,African American,Six to Twelve Years Old,Learning Disability,4
2012,8-San Antonio,Male,Anglo,Birth to Five Years Old,Learning Disability,6
2012,8-San Antonio,Male,Anglo,Six to Twelve Years Old,Learning Disability,7
2012,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,3
2012,8-San Antonio,Male,Asian,Birth to Five Years Old,Learning Disability,1
2012,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Learning Disability,17
2012,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Learning Disability,31
2012,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,7
2012,8-San Antonio,Male,Other,Birth to Five Years Old,Learning Disability,2
2012,8-San Antonio,Male,Other,Six to Twelve Years Old,Learning Disability,4
2012,8-San Antonio,Female,African American,Birth to Five Years Old,Medically Involved,2
2012,8-San Antonio,Female,African American,Six to Twelve Years Old,Medically Involved,1
2012,8-San Antonio,Female,African American,Thirteen to Seventeen Years Old,Medically Involved,1
2012,8-San Antonio,Female,Anglo,Birth to Five Years Old,Medically Involved,1
2012,8-San Antonio,Female,Anglo,Six to Twelve Years Old,Medically Involved,2
2012,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Medically Involved,10
2012,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Medically Involved,6
2012,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2012,8-San Antonio,Female,Other,Birth to Five Years Old,Medically Involved,1
2012,8-San Antonio,Male,African American,Birth to Five Years Old,Medically Involved,3
2012,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,Medically Involved,1
2012,8-San Antonio,Male,Anglo,Birth to Five Years Old,Medically Involved,3
2012,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Medically Involved,11
2012,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Medically Involved,5
2012,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2012,8-San Antonio,Male,Unknown,Birth to Five Years Old,Medically Involved,1
2012,8-San Antonio,Female,African American,Birth to Five Years Old,Other Disabling Condition,1
2012,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Other Disabling Condition,2
2012,8-San Antonio,Female,African American,Birth to Five Years Old,Physical,1
2012,8-San Antonio,Female,African American,Six to Twelve Years Old,Physical,1
2012,8-San Antonio,Female,Anglo,Birth to Five Years Old,Physical,1
2012,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Physical,2
2012,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Physical,1
2012,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Physical,1
2012,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Physical,1
2012,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Physical,1
2012,9-Midland,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,2
2012,9-Midland,Female,Anglo,Six to Twelve Years Old,Drug or Alcohol,1
2012,9-Midland,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,5
2012,9-Midland,Female,Hispanic,Six to Twelve Years Old,Drug or Alcohol,1
2012,9-Midland,Male,African American,Birth to Five Years Old,Drug or Alcohol,1
2012,9-Midland,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,6
2012,9-Midland,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,5
2012,9-Midland,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,1
2012,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2012,9-Midland,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,6
2012,9-Midland,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2012,9-Midland,Female,Other,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2012,9-Midland,Male,Anglo,Birth to Five Years Old,Emotionally Disturbed,2
2012,9-Midland,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,2
2012,9-Midland,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2012,9-Midland,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2012,9-Midland,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,1
2012,9-Midland,Female,Anglo,Six to Twelve Years Old,Learning Disability,1
2012,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,2
2012,9-Midland,Female,Hispanic,Birth to Five Years Old,Learning Disability,2
2012,9-Midland,Female,Hispanic,Six to Twelve Years Old,Learning Disability,3
2012,9-Midland,Female,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,1
2012,9-Midland,Female,Other,Thirteen to Seventeen Years Old,Learning Disability,1
2012,9-Midland,Male,Anglo,Birth to Five Years Old,Learning Disability,3
2012,9-Midland,Male,Anglo,Six to Twelve Years Old,Learning Disability,2
2012,9-Midland,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,1
2012,9-Midland,Male,Hispanic,Birth to Five Years Old,Learning Disability,5
2012,9-Midland,Male,Hispanic,Six to Twelve Years Old,Learning Disability,1
2012,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,1
2012,9-Midland,Female,African American,Birth to Five Years Old,Medically Involved,1
2012,9-Midland,Male,Anglo,Birth to Five Years Old,Medically Involved,1
2012,9-Midland,Male,Hispanic,Birth to Five Years Old,Medically Involved,2
2012,9-Midland,Female,African American,Birth to Five Years Old,Physical,1
2012,9-Midland,Male,Hispanic,Birth to Five Years Old,Physical,1
2012,10-El Paso,Male,African American,Birth to Five Years Old,Drug or Alcohol,1
2012,10-El Paso,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,2
2012,10-El Paso,Male,Anglo,Six to Twelve Years Old,Drug or Alcohol,1
2012,10-El Paso,Male,Anglo,Thirteen to Seventeen Years Old,Drug or Alcohol,2
2012,10-El Paso,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,4
2012,10-El Paso,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,2
2012,10-El Paso,Male,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2012,10-El Paso,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,5
2012,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2012,10-El Paso,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2012,10-El Paso,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,6
2012,10-El Paso,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2012,10-El Paso,Female,Anglo,Six to Twelve Years Old,Learning Disability,1
2012,10-El Paso,Female,Hispanic,Birth to Five Years Old,Learning Disability,2
2012,10-El Paso,Female,Hispanic,Six to Twelve Years Old,Learning Disability,3
2012,10-El Paso,Male,Anglo,Birth to Five Years Old,Learning Disability,1
2012,10-El Paso,Male,Asian,Birth to Five Years Old,Learning Disability,1
2012,10-El Paso,Male,Hispanic,Birth to Five Years Old,Learning Disability,1
2012,10-El Paso,Male,Hispanic,Six to Twelve Years Old,Learning Disability,8
2012,10-El Paso,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,1
2012,10-El Paso,Female,Hispanic,Six to Twelve Years Old,Medically Involved,2
2012,10-El Paso,Male,Asian,Birth to Five Years Old,Medically Involved,1
2012,10-El Paso,Male,Hispanic,Birth to Five Years Old,Medically Involved,2
2012,10-El Paso,Male,Hispanic,Six to Twelve Years Old,Medically Involved,1
2012,10-El Paso,Male,Anglo,Birth to Five Years Old,Physical,1
2012,10-El Paso,Male,Asian,Birth to Five Years Old,Physical,1
2012,10-El Paso,Male,Hispanic,Six to Twelve Years Old,Physical,1
2012,11-Edinburg,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,1
2012,11-Edinburg,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,11
2012,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,Drug or Alcohol,1
2012,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,Drug or Alcohol,2
2012,11-Edinburg,Female,Unknown,Birth to Five Years Old,Drug or Alcohol,1
2012,11-Edinburg,Male,African American,Birth to Five Years Old,Drug or Alcohol,1
2012,11-Edinburg,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,1
2012,11-Edinburg,Male,Anglo,Six to Twelve Years Old,Drug or Alcohol,1
2012,11-Edinburg,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,18
2012,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,2
2012,11-Edinburg,Male,Unknown,Birth to Five Years Old,Drug or Alcohol,2
2012,11-Edinburg,Female,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2012,11-Edinburg,Female,African American,,Emotionally Disturbed,1
2012,11-Edinburg,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
